target_type,original_chord_size,reduced_visible_count,held_before,baseline_completion_count,comparable_view_count,target_resolving_view_count,coverage_signature,trials,primary_competing_trials,unique_wrong_views
LongNoteHead,4,3,absent,1,3,0,11100000,1,0,3
LongNoteHead,4,3,absent,1,4,4,11101000,5,0,0
LongNoteHead,4,3,absent,1,4,4,11110000,3,0,0
LongNoteHead,4,3,absent,1,5,5,11111000,9,0,0
LongNoteHead,4,3,absent,1,6,6,11111100,4,0,0
LongNoteHead,4,3,absent,1,8,8,11111111,39,0,0
LongNoteHead,4,3,absent,2,1,0,10000000,12,6,0
LongNoteHead,4,3,absent,2,2,0,11000000,13,7,9
LongNoteHead,4,3,absent,2,2,1,11000000,4,4,0
LongNoteHead,4,3,absent,2,3,0,11100000,2,0,2
LongNoteHead,4,3,absent,2,3,2,11001000,1,1,0
LongNoteHead,4,3,absent,2,3,2,11100000,3,3,0
LongNoteHead,4,3,absent,2,4,2,11101000,2,2,0
LongNoteHead,4,3,absent,2,6,4,11111100,4,4,0
LongNoteHead,4,3,absent,2,8,6,11111111,18,18,0
LongNoteHead,4,3,absent,3,1,0,10000000,10,6,0
LongNoteHead,4,3,absent,3,2,0,10001000,1,0,1
LongNoteHead,4,3,absent,3,2,0,10100000,2,1,2
LongNoteHead,4,3,absent,3,2,0,11000000,31,27,9
LongNoteHead,4,3,absent,3,3,0,11001000,4,3,4
LongNoteHead,4,3,absent,3,3,0,11100000,3,1,5
LongNoteHead,4,3,absent,3,3,1,11001000,4,4,0
LongNoteHead,4,3,absent,3,3,1,11100000,5,5,0
LongNoteHead,4,3,absent,3,3,2,11100000,2,2,0
LongNoteHead,4,3,absent,3,4,0,11001100,1,1,1
LongNoteHead,4,3,absent,3,4,0,11101000,1,0,2
LongNoteHead,4,3,absent,3,4,0,11110000,1,0,1
LongNoteHead,4,3,absent,4,1,0,10000000,4,2,0
LongNoteHead,4,3,absent,4,2,0,10001000,1,1,1
LongNoteHead,4,3,absent,4,2,0,11000000,69,64,11
LongNoteHead,4,3,absent,4,2,1,10001000,2,2,0
LongNoteHead,4,3,absent,4,2,1,11000000,14,14,0
LongNoteHead,4,3,absent,4,3,0,11001000,9,7,10
LongNoteHead,4,3,absent,4,3,0,11100000,7,5,8
LongNoteHead,4,3,absent,4,3,1,11001000,7,7,1
LongNoteHead,4,3,absent,4,3,1,11100000,2,2,1
LongNoteHead,4,3,absent,4,4,0,11001100,3,3,6
LongNoteHead,4,3,absent,4,4,0,11101000,5,3,9
LongNoteHead,4,3,absent,4,4,0,11110000,3,1,4
LongNoteHead,4,3,absent,4,4,1,11001100,1,1,2
LongNoteHead,4,3,absent,4,4,1,11101000,1,1,1
LongNoteHead,4,3,absent,4,4,2,11001100,3,3,1
LongNoteHead,4,3,absent,4,4,2,11110000,1,1,0
LongNoteHead,4,3,absent,4,5,0,11101100,1,0,0
LongNoteHead,4,3,absent,4,5,0,11111000,1,1,3
LongNoteHead,4,3,absent,4,5,3,11111000,3,3,0
LongNoteHead,4,3,absent,4,6,4,11111100,1,1,0
LongNoteHead,4,3,absent,5,1,0,10000000,3,3,0
LongNoteHead,4,3,absent,5,2,0,11000000,32,31,5
LongNoteHead,4,3,absent,5,3,0,11001000,5,4,4
LongNoteHead,4,3,absent,5,3,0,11100000,1,1,1
LongNoteHead,4,3,absent,5,3,1,11001000,2,2,0
LongNoteHead,4,3,absent,5,3,1,11100000,2,2,0
LongNoteHead,4,3,absent,5,4,0,11001100,2,2,3
LongNoteHead,4,3,absent,5,4,0,11101000,2,2,2
LongNoteHead,4,3,absent,5,4,0,11110000,1,1,2
LongNoteHead,4,3,absent,5,4,1,11101000,1,1,0
LongNoteHead,4,3,absent,5,5,1,11111000,1,1,2
LongNoteHead,4,3,absent,5,5,2,11101100,2,2,0
LongNoteHead,4,3,absent,6,2,0,11000000,8,8,2
LongNoteHead,4,3,absent,6,3,0,11001000,4,4,2
LongNoteHead,4,3,absent,6,3,0,11100000,3,2,0
LongNoteHead,4,3,absent,6,3,1,11001000,4,4,0
LongNoteHead,4,3,absent,6,3,1,11100000,2,2,0
LongNoteHead,4,3,absent,6,3,2,11100000,3,3,0
LongNoteHead,4,3,absent,6,4,0,11001100,2,2,1
LongNoteHead,4,3,absent,6,4,0,11101000,2,1,0
LongNoteHead,4,3,absent,6,4,1,11101000,2,2,2
LongNoteHead,4,3,absent,6,4,2,11001100,2,2,0
LongNoteHead,4,3,absent,6,4,2,11110000,3,3,0
LongNoteHead,4,3,absent,6,5,0,11101100,3,3,5
LongNoteHead,4,3,absent,6,5,1,11101100,2,2,2
LongNoteHead,4,3,absent,6,5,2,11111000,1,1,0
LongNoteHead,4,3,absent,6,5,3,11111000,8,8,0
LongNoteHead,4,3,absent,6,6,2,11111100,1,1,0
LongNoteHead,4,3,absent,6,6,4,11111100,2,2,0
LongNoteHead,4,3,absent,6,8,5,11111111,2,2,0
LongNoteHead,4,3,absent,7,2,0,11000000,2,2,0
LongNoteHead,4,3,absent,7,3,0,11001000,1,1,0
LongNoteHead,4,3,absent,7,3,0,11100000,2,1,2
LongNoteHead,4,3,absent,7,4,0,11101000,4,2,2
LongNoteHead,4,3,absent,7,5,0,11111000,1,1,2
LongNoteHead,4,3,absent,8,3,0,11001000,1,1,1
LongNoteHead,4,3,absent,8,3,0,11100000,1,1,1
LongNoteHead,4,3,absent,8,4,1,11101000,4,4,2
LongNoteHead,4,3,absent,8,5,2,11101100,2,2,0
LongNoteHead,4,3,present,0,0,0,00000000,72,0,0
LongNoteHead,4,3,present,1,1,0,10000000,121,0,121
LongNoteHead,4,3,present,1,1,1,10000000,20,0,0
LongNoteHead,4,3,present,1,2,0,10001000,1,0,2
LongNoteHead,4,3,present,1,2,0,10100000,3,0,6
LongNoteHead,4,3,present,1,2,0,11000000,9,0,18
LongNoteHead,4,3,present,1,2,2,11000000,10,0,0
LongNoteHead,4,3,present,1,3,0,10001100,1,0,3
LongNoteHead,4,3,present,1,3,0,10110000,5,0,15
LongNoteHead,4,3,present,1,3,0,11001000,1,0,3
LongNoteHead,4,3,present,1,3,3,10001100,3,0,0
LongNoteHead,4,3,present,1,3,3,11001000,2,0,0
LongNoteHead,4,3,present,1,4,0,11001100,1,0,4
LongNoteHead,4,3,present,1,4,0,11101000,1,0,4
LongNoteHead,4,3,present,1,4,4,11001100,1,0,0
LongNoteHead,4,3,present,1,4,4,11101000,4,0,0
LongNoteHead,4,3,present,1,4,4,11110000,2,0,0
LongNoteHead,4,3,present,1,5,5,11101100,2,0,0
LongNoteHead,4,3,present,1,5,5,11111000,1,0,0
LongNoteHead,4,3,present,1,6,6,11111100,1,0,0
LongNoteHead,4,3,present,1,8,8,11111111,2,0,0
LongNoteHead,4,3,present,2,1,0,10000000,136,45,0
LongNoteHead,4,3,present,2,2,0,10001000,3,2,3
LongNoteHead,4,3,present,2,2,0,10100000,9,1,9
LongNoteHead,4,3,present,2,2,0,11000000,20,6,19
LongNoteHead,4,3,present,2,2,1,10001000,5,5,0
LongNoteHead,4,3,present,2,2,1,11000000,17,17,0
LongNoteHead,4,3,present,2,3,0,10001100,3,2,6
LongNoteHead,4,3,present,2,3,0,10101000,1,0,2
LongNoteHead,4,3,present,2,3,0,10110000,3,1,6
LongNoteHead,4,3,present,2,3,0,11100000,2,0,4
LongNoteHead,4,3,present,2,3,1,10101000,1,1,0
LongNoteHead,4,3,present,2,3,1,11001000,1,1,1
LongNoteHead,4,3,present,2,3,2,10001100,5,5,0
LongNoteHead,4,3,present,2,3,2,10110000,4,4,0
LongNoteHead,4,3,present,2,3,2,11001000,3,3,0
LongNoteHead,4,3,present,2,4,0,10111000,2,0,6
LongNoteHead,4,3,present,2,4,1,10111000,2,2,2
LongNoteHead,4,3,present,2,4,1,11001100,1,1,0
LongNoteHead,4,3,present,2,4,2,10101100,1,1,1
LongNoteHead,4,3,present,2,4,2,11101000,3,3,0
LongNoteHead,4,3,present,2,4,3,10101100,5,5,0
LongNoteHead,4,3,present,2,4,3,11001100,1,1,0
LongNoteHead,4,3,present,2,4,3,11101000,4,4,0
LongNoteHead,4,3,present,2,5,3,11101100,4,4,1
LongNoteHead,4,3,present,2,5,4,11101100,2,2,0
LongNoteHead,4,3,present,2,6,0,10111110,1,0,5
LongNoteHead,4,3,present,2,6,3,10111110,1,1,0
LongNoteHead,4,3,present,2,6,3,11111100,4,4,1
LongNoteHead,4,3,present,2,7,4,11111110,3,3,0
LongNoteHead,4,3,present,2,8,7,11111111,6,6,0
LongNoteHead,4,3,present,3,1,0,10000000,116,56,0
LongNoteHead,4,3,present,3,2,0,10001000,13,6,12
LongNoteHead,4,3,present,3,2,0,10100000,13,10,13
LongNoteHead,4,3,present,3,2,0,11000000,25,13,19
LongNoteHead,4,3,present,3,2,1,11000000,11,11,0
LongNoteHead,4,3,present,3,3,0,10001100,6,3,12
LongNoteHead,4,3,present,3,3,0,10101000,3,1,6
LongNoteHead,4,3,present,3,3,0,10110000,3,3,5
LongNoteHead,4,3,present,3,3,0,11100000,3,1,5
LongNoteHead,4,3,present,3,3,1,11001000,5,5,4
LongNoteHead,4,3,present,3,3,1,11100000,2,2,2
LongNoteHead,4,3,present,3,3,2,10001100,3,3,0
LongNoteHead,4,3,present,3,3,2,11001000,2,2,0
LongNoteHead,4,3,present,3,4,0,10101100,1,0,3
LongNoteHead,4,3,present,3,4,0,11001100,1,1,1
LongNoteHead,4,3,present,3,4,0,11101000,3,3,2
LongNoteHead,4,3,present,3,4,0,11110000,3,2,9
LongNoteHead,4,3,present,3,4,1,10111000,1,1,1
LongNoteHead,4,3,present,3,4,1,11001100,2,2,1
LongNoteHead,4,3,present,3,4,1,11101000,2,2,2
LongNoteHead,4,3,present,3,4,1,11110000,1,1,2
LongNoteHead,4,3,present,3,4,2,10101100,1,1,1
LongNoteHead,4,3,present,3,4,2,11001100,2,2,2
LongNoteHead,4,3,present,3,4,2,11101000,3,3,1
LongNoteHead,4,3,present,3,4,3,11101000,12,12,0
LongNoteHead,4,3,present,3,4,3,11110000,1,1,0
LongNoteHead,4,3,present,3,5,0,11111000,1,1,3
LongNoteHead,4,3,present,3,5,2,11101100,3,3,1
LongNoteHead,4,3,present,3,5,2,11111000,2,2,3
LongNoteHead,4,3,present,3,5,4,11101100,4,4,0
LongNoteHead,4,3,present,3,5,4,11111000,2,2,0
LongNoteHead,4,3,present,3,6,3,11111100,1,1,0
LongNoteHead,4,3,present,3,6,5,11111100,2,2,0
LongNoteHead,4,3,present,3,7,0,11111110,2,1,12
LongNoteHead,4,3,present,3,8,5,11111111,2,2,0
LongNoteHead,4,3,present,3,8,7,11111111,4,4,0
LongNoteHead,4,3,present,4,1,0,10000000,136,99,0
LongNoteHead,4,3,present,4,2,0,10001000,7,4,7
LongNoteHead,4,3,present,4,2,0,10100000,9,8,9
LongNoteHead,4,3,present,4,2,0,11000000,47,39,34
LongNoteHead,4,3,present,4,2,1,10001000,1,1,0
LongNoteHead,4,3,present,4,2,1,10100000,1,1,0
LongNoteHead,4,3,present,4,2,1,11000000,23,23,0
LongNoteHead,4,3,present,4,3,0,10001100,8,8,16
LongNoteHead,4,3,present,4,3,0,10110000,9,7,12
LongNoteHead,4,3,present,4,3,0,11001000,9,4,14
LongNoteHead,4,3,present,4,3,0,11100000,7,6,10
LongNoteHead,4,3,present,4,3,1,10001100,1,1,0
LongNoteHead,4,3,present,4,3,1,10101000,1,1,0
LongNoteHead,4,3,present,4,3,1,10110000,1,1,0
LongNoteHead,4,3,present,4,3,1,11001000,7,7,3
LongNoteHead,4,3,present,4,3,1,11100000,2,2,2
LongNoteHead,4,3,present,4,3,2,10001100,3,3,0
LongNoteHead,4,3,present,4,3,2,10101000,1,1,0
LongNoteHead,4,3,present,4,3,2,10110000,4,4,0
LongNoteHead,4,3,present,4,3,2,11001000,7,7,0
LongNoteHead,4,3,present,4,3,2,11100000,2,2,0
LongNoteHead,4,3,present,4,4,0,10101100,1,0,1
LongNoteHead,4,3,present,4,4,0,11001100,4,3,11
LongNoteHead,4,3,present,4,4,0,11101000,5,3,8
LongNoteHead,4,3,present,4,4,0,11110000,6,5,17
LongNoteHead,4,3,present,4,4,1,10101100,4,4,4
LongNoteHead,4,3,present,4,4,1,11001100,4,4,0
LongNoteHead,4,3,present,4,4,1,11101000,1,1,1
LongNoteHead,4,3,present,4,4,2,10101100,3,3,3
LongNoteHead,4,3,present,4,4,2,11001100,4,4,4
LongNoteHead,4,3,present,4,4,2,11101000,3,3,1
LongNoteHead,4,3,present,4,4,2,11110000,2,2,2
LongNoteHead,4,3,present,4,4,3,11001100,5,5,0
LongNoteHead,4,3,present,4,4,3,11101000,2,2,0
LongNoteHead,4,3,present,4,4,3,11110000,5,5,0
LongNoteHead,4,3,present,4,5,0,11101100,1,1,0
LongNoteHead,4,3,present,4,5,1,11101100,2,2,2
LongNoteHead,4,3,present,4,5,2,11101100,3,3,2
LongNoteHead,4,3,present,4,5,2,11111000,1,1,1
LongNoteHead,4,3,present,4,5,3,11101100,2,2,0
LongNoteHead,4,3,present,4,5,3,11111000,5,5,2
LongNoteHead,4,3,present,4,5,4,11101100,2,2,0
LongNoteHead,4,3,present,4,5,4,11111000,2,2,0
LongNoteHead,4,3,present,4,6,0,10111110,4,4,8
LongNoteHead,4,3,present,4,6,0,11111100,1,1,5
LongNoteHead,4,3,present,4,6,2,11111100,1,1,0
LongNoteHead,4,3,present,4,6,3,11111100,3,3,0
LongNoteHead,4,3,present,4,6,4,11111100,5,5,0
LongNoteHead,4,3,present,4,6,5,11111100,1,1,0
LongNoteHead,4,3,present,4,7,3,11111110,1,1,0
LongNoteHead,4,3,present,4,7,4,11111110,3,3,0
LongNoteHead,4,3,present,4,8,5,11111111,2,2,0
LongNoteHead,4,3,present,4,8,6,11111111,4,4,0
LongNoteHead,4,3,present,4,8,7,11111111,12,12,0
LongNoteHead,4,3,present,5,1,0,10000000,47,36,0
LongNoteHead,4,3,present,5,2,0,10001000,7,4,7
LongNoteHead,4,3,present,5,2,0,10100000,6,4,4
LongNoteHead,4,3,present,5,2,0,11000000,12,10,9
LongNoteHead,4,3,present,5,2,1,10001000,2,2,0
LongNoteHead,4,3,present,5,2,1,10100000,2,2,0
LongNoteHead,4,3,present,5,2,1,11000000,5,5,0
LongNoteHead,4,3,present,5,3,0,10001100,8,7,9
LongNoteHead,4,3,present,5,3,0,10101000,2,2,1
LongNoteHead,4,3,present,5,3,0,10110000,4,4,7
LongNoteHead,4,3,present,5,3,0,11001000,5,2,5
LongNoteHead,4,3,present,5,3,0,11100000,7,5,12
LongNoteHead,4,3,present,5,3,1,11001000,5,5,2
LongNoteHead,4,3,present,5,3,1,11100000,1,1,0
LongNoteHead,4,3,present,5,3,2,10101000,4,4,0
LongNoteHead,4,3,present,5,3,2,10110000,2,2,0
LongNoteHead,4,3,present,5,3,2,11001000,6,6,0
LongNoteHead,4,3,present,5,4,0,10101100,1,0,1
LongNoteHead,4,3,present,5,4,0,11001100,1,1,3
LongNoteHead,4,3,present,5,4,0,11101000,3,3,3
LongNoteHead,4,3,present,5,4,0,11110000,4,3,10
LongNoteHead,4,3,present,5,4,1,10101100,1,1,0
LongNoteHead,4,3,present,5,4,1,10111000,1,1,1
LongNoteHead,4,3,present,5,4,1,11001100,2,2,2
LongNoteHead,4,3,present,5,4,1,11101000,3,3,2
LongNoteHead,4,3,present,5,4,1,11110000,1,1,1
LongNoteHead,4,3,present,5,4,2,10101100,3,3,0
LongNoteHead,4,3,present,5,4,2,11001100,1,1,0
LongNoteHead,4,3,present,5,4,2,11101000,2,2,0
LongNoteHead,4,3,present,5,4,3,11001100,1,1,0
LongNoteHead,4,3,present,5,4,3,11101000,4,4,0
LongNoteHead,4,3,present,5,4,3,11110000,1,1,0
LongNoteHead,4,3,present,5,5,0,10111100,1,1,2
LongNoteHead,4,3,present,5,5,0,11101100,1,1,4
LongNoteHead,4,3,present,5,5,1,11111000,1,1,2
LongNoteHead,4,3,present,5,5,2,10111100,1,1,1
LongNoteHead,4,3,present,5,5,2,11101100,3,3,2
LongNoteHead,4,3,present,5,5,2,11111000,1,1,0
LongNoteHead,4,3,present,5,5,3,11101100,2,2,0
LongNoteHead,4,3,present,5,5,4,11111000,2,2,0
LongNoteHead,4,3,present,5,6,0,11111100,1,1,2
LongNoteHead,4,3,present,5,6,2,11111100,1,1,1
LongNoteHead,4,3,present,5,6,3,10111110,1,1,0
LongNoteHead,4,3,present,5,6,3,11111100,5,5,3
LongNoteHead,4,3,present,5,7,4,11111110,1,1,0
LongNoteHead,4,3,present,5,8,4,11111111,2,2,0
LongNoteHead,4,3,present,5,8,5,11111111,4,4,0
LongNoteHead,4,3,present,5,8,7,11111111,2,2,0
LongNoteHead,4,3,present,6,1,0,10000000,19,14,0
LongNoteHead,4,3,present,6,2,0,10001000,3,3,2
LongNoteHead,4,3,present,6,2,0,10100000,4,3,4
LongNoteHead,4,3,present,6,2,0,11000000,13,11,10
LongNoteHead,4,3,present,6,2,1,10001000,1,1,0
LongNoteHead,4,3,present,6,2,1,11000000,1,1,0
LongNoteHead,4,3,present,6,3,0,10001100,5,5,3
LongNoteHead,4,3,present,6,3,0,10101000,2,2,1
LongNoteHead,4,3,present,6,3,0,10110000,2,2,1
LongNoteHead,4,3,present,6,3,0,11001000,4,3,4
LongNoteHead,4,3,present,6,3,0,11100000,2,1,4
LongNoteHead,4,3,present,6,3,1,11001000,5,5,3
LongNoteHead,4,3,present,6,3,1,11100000,2,2,0
LongNoteHead,4,3,present,6,3,2,11001000,4,4,0
LongNoteHead,4,3,present,6,3,2,11100000,3,3,0
LongNoteHead,4,3,present,6,4,0,10101100,2,2,3
LongNoteHead,4,3,present,6,4,0,11001100,2,2,3
LongNoteHead,4,3,present,6,4,0,11110000,1,1,2
LongNoteHead,4,3,present,6,4,1,11001100,1,1,2
LongNoteHead,4,3,present,6,4,1,11101000,2,2,1
LongNoteHead,4,3,present,6,4,2,11101000,2,2,2
LongNoteHead,4,3,present,6,4,2,11110000,2,2,1
LongNoteHead,4,3,present,6,4,3,11001100,5,5,0
LongNoteHead,4,3,present,6,5,1,10111100,1,1,1
LongNoteHead,4,3,present,6,5,1,11101100,1,1,2
LongNoteHead,4,3,present,6,5,2,11101100,2,2,0
LongNoteHead,4,3,present,6,5,2,11111000,1,1,0
LongNoteHead,4,3,present,6,5,3,11101100,1,1,0
LongNoteHead,4,3,present,6,5,4,11111000,4,4,0
LongNoteHead,4,3,present,6,6,0,10111110,2,2,6
LongNoteHead,4,3,present,6,6,0,11111100,2,2,7
LongNoteHead,4,3,present,6,6,3,11111100,3,3,1
LongNoteHead,4,3,present,6,7,3,11111110,1,1,0
LongNoteHead,4,3,present,6,7,4,11111110,1,1,0
LongNoteHead,4,3,present,6,8,4,11111111,2,2,0
LongNoteHead,4,3,present,6,8,7,11111111,6,6,0
LongNoteHead,4,3,present,7,1,0,10000000,2,2,0
LongNoteHead,4,3,present,7,2,0,10001000,2,2,1
LongNoteHead,4,3,present,7,2,0,10100000,1,0,1
LongNoteHead,4,3,present,7,2,0,11000000,1,1,1
LongNoteHead,4,3,present,7,2,1,10001000,1,1,0
LongNoteHead,4,3,present,7,3,1,11001000,2,2,2
LongNoteHead,4,3,present,7,3,2,11001000,1,1,0
LongNoteHead,4,3,present,7,4,2,11110000,1,1,0
LongNoteHead,4,3,present,7,5,3,11111000,1,1,0
LongNoteHead,4,3,present,8,2,0,10001000,1,1,0
LongNoteHead,4,3,present,8,2,0,11000000,1,1,0
LongNoteHead,4,3,present,8,3,0,10101000,1,1,2
LongNoteHead,4,3,present,8,3,0,11001000,1,1,1
LongNoteHead,4,3,present,8,3,0,11100000,1,1,1
LongNoteHead,4,3,present,8,4,1,11101000,2,2,0
LongNoteHead,4,3,present,8,4,2,11110000,1,1,0
LongNoteHead,4,3,present,8,5,1,11101100,1,1,2
LongNoteHead,4,3,present,8,5,2,11111000,1,1,0
LongNoteHead,5,4,absent,0,0,0,00000000,45,0,0
LongNoteHead,5,4,absent,1,1,0,10000000,11,0,11
LongNoteHead,5,4,absent,1,1,1,10000000,14,0,0
LongNoteHead,5,4,absent,1,2,0,11000000,11,0,22
LongNoteHead,5,4,absent,1,2,2,10001000,2,0,0
LongNoteHead,5,4,absent,1,2,2,11000000,8,0,0
LongNoteHead,5,4,absent,1,3,0,11100000,1,0,3
LongNoteHead,5,4,absent,1,4,0,11110000,2,0,8
LongNoteHead,5,4,absent,1,4,4,11101000,2,0,0
LongNoteHead,5,4,absent,2,1,0,10000000,8,5,0
LongNoteHead,5,4,absent,2,2,0,11000000,5,4,5
LongNoteHead,5,4,absent,2,2,1,11000000,7,7,0
LongNoteHead,5,4,absent,2,3,0,11100000,4,0,7
LongNoteHead,5,4,absent,2,3,2,10101000,1,1,0
LongNoteHead,5,4,absent,2,3,2,11001000,1,1,0
LongNoteHead,5,4,absent,2,4,0,11101000,1,0,2
LongNoteHead,5,4,absent,2,4,2,11101000,1,1,0
LongNoteHead,5,4,absent,2,5,2,11101100,1,1,1
LongNoteHead,5,4,absent,3,1,0,10000000,2,0,0
LongNoteHead,5,4,absent,3,2,0,11000000,10,8,3
LongNoteHead,5,4,absent,3,3,1,11001000,2,2,0
LongNoteHead,5,4,absent,3,3,2,10001100,1,1,0
LongNoteHead,5,4,absent,3,3,2,10101000,1,1,0
LongNoteHead,5,4,absent,3,4,0,11101000,1,1,2
LongNoteHead,5,4,absent,3,4,2,11001100,2,2,2
LongNoteHead,5,4,absent,3,4,2,11101000,6,6,0
LongNoteHead,5,4,absent,3,5,0,11101100,1,0,4
LongNoteHead,5,4,absent,4,1,0,10000000,1,0,0
LongNoteHead,5,4,absent,4,2,0,11000000,1,1,0
LongNoteHead,5,4,absent,4,2,1,11000000,1,1,0
LongNoteHead,5,4,absent,4,3,0,11001000,1,1,1
LongNoteHead,5,4,absent,4,3,1,10101000,1,1,0
LongNoteHead,5,4,absent,4,3,1,11001000,1,1,0
LongNoteHead,5,4,absent,4,3,2,11001000,1,1,0
LongNoteHead,5,4,absent,4,4,0,11101000,1,1,1
LongNoteHead,5,4,absent,4,4,2,11001100,2,2,1
LongNoteHead,5,4,absent,5,2,0,11000000,2,2,2
LongNoteHead,5,4,absent,5,3,0,11001000,1,0,1
LongNoteHead,5,4,absent,6,2,0,11000000,1,1,0
LongNoteHead,5,4,present,0,0,0,00000000,119,0,0
LongNoteHead,5,4,present,1,1,0,10000000,64,0,64
LongNoteHead,5,4,present,1,1,1,10000000,20,0,0
LongNoteHead,5,4,present,1,2,0,10100000,1,0,2
LongNoteHead,5,4,present,1,2,0,11000000,7,0,14
LongNoteHead,5,4,present,1,2,2,10001000,2,0,0
LongNoteHead,5,4,present,1,2,2,11000000,6,0,0
LongNoteHead,5,4,present,1,3,0,10001100,1,0,3
LongNoteHead,5,4,present,1,4,0,11110000,1,0,4
LongNoteHead,5,4,present,1,4,4,11101000,1,0,0
LongNoteHead,5,4,present,1,4,4,11110000,2,0,0
LongNoteHead,5,4,present,1,5,5,11111000,3,0,0
LongNoteHead,5,4,present,1,8,8,11111111,12,0,0
LongNoteHead,5,4,present,2,1,0,10000000,32,13,0
LongNoteHead,5,4,present,2,2,0,10001000,2,1,2
LongNoteHead,5,4,present,2,2,0,10100000,2,0,2
LongNoteHead,5,4,present,2,2,0,11000000,2,0,2
LongNoteHead,5,4,present,2,2,1,11000000,9,9,0
LongNoteHead,5,4,present,2,3,2,10101000,1,1,0
LongNoteHead,5,4,present,2,4,2,11101000,1,1,1
LongNoteHead,5,4,present,2,4,3,11101000,3,3,0
LongNoteHead,5,4,present,2,4,3,11110000,2,2,0
LongNoteHead,5,4,present,2,5,3,11101100,1,1,0
LongNoteHead,5,4,present,2,5,4,11101100,1,1,0
LongNoteHead,5,4,present,2,5,4,11111000,3,3,0
LongNoteHead,5,4,present,2,8,6,11111111,2,2,0
LongNoteHead,5,4,present,2,8,7,11111111,16,16,0
LongNoteHead,5,4,present,3,1,0,10000000,14,6,0
LongNoteHead,5,4,present,3,2,0,10001000,2,1,1
LongNoteHead,5,4,present,3,2,0,11000000,5,3,3
LongNoteHead,5,4,present,3,2,1,11000000,6,6,0
LongNoteHead,5,4,present,3,3,0,10001100,1,0,2
LongNoteHead,5,4,present,3,3,0,11001000,1,0,2
LongNoteHead,5,4,present,3,3,1,11100000,1,1,1
LongNoteHead,5,4,present,3,3,2,10101000,1,1,0
LongNoteHead,5,4,present,3,3,2,11001000,2,2,0
LongNoteHead,5,4,present,3,4,3,11001100,3,3,0
LongNoteHead,5,4,present,3,4,3,11110000,6,6,0
LongNoteHead,5,4,present,3,5,3,11101100,1,1,0
LongNoteHead,5,4,present,3,5,4,11111000,1,1,0
LongNoteHead,5,4,present,3,8,6,11111111,2,2,0
LongNoteHead,5,4,present,3,8,7,11111111,2,2,0
LongNoteHead,5,4,present,4,1,0,10000000,4,3,0
LongNoteHead,5,4,present,4,2,0,11000000,9,7,3
LongNoteHead,5,4,present,4,2,1,11000000,3,3,0
LongNoteHead,5,4,present,4,3,0,10001100,1,0,2
LongNoteHead,5,4,present,4,3,1,10101000,1,1,0
LongNoteHead,5,4,present,4,3,1,11100000,1,1,1
LongNoteHead,5,4,present,4,3,2,11001000,2,2,0
LongNoteHead,5,4,present,4,4,0,10111000,1,1,1
LongNoteHead,5,4,present,4,4,3,11001100,2,2,0
LongNoteHead,5,4,present,4,6,3,11111100,1,1,1
LongNoteHead,5,4,present,4,8,5,11111111,2,2,0
LongNoteHead,5,4,present,4,8,6,11111111,2,2,0
LongNoteHead,5,4,present,5,1,0,10000000,1,1,0
LongNoteHead,5,4,present,5,2,0,11000000,2,2,0
LongNoteHead,5,4,present,5,5,2,11111000,1,1,0
LongNoteHead,5,4,present,5,8,5,11111111,2,2,0
LongNoteHead,5,4,present,6,3,0,11100000,3,3,3
LongNoteHead,5,4,present,6,4,0,11101000,1,1,2
LongNoteHead,6,5,absent,0,0,0,00000000,17,0,0
LongNoteHead,6,5,absent,1,1,1,10000000,3,0,0
LongNoteHead,6,5,absent,1,2,0,11000000,2,0,4
LongNoteHead,6,5,absent,1,2,2,11000000,12,0,0
LongNoteHead,6,5,absent,1,3,0,11100000,2,0,6
LongNoteHead,6,5,absent,1,4,4,11101000,8,0,0
LongNoteHead,6,5,absent,2,1,0,10000000,1,1,0
LongNoteHead,6,5,absent,2,2,0,11000000,2,2,2
LongNoteHead,6,5,present,0,0,0,00000000,25,0,0
LongNoteHead,6,5,present,1,1,0,10000000,1,0,1
LongNoteHead,6,5,present,1,2,2,11000000,6,0,0
LongNoteHead,6,5,present,1,8,8,11111111,8,0,0
LongNoteHead,6,5,present,2,2,1,11000000,6,6,0
LongNoteHead,7,6,absent,0,0,0,00000000,7,0,0
LongNoteHead,7,6,absent,1,2,0,11000000,5,0,10
LongNoteHead,7,6,absent,2,2,0,11000000,1,1,0
LongNoteHead,7,6,absent,2,3,1,11001000,1,1,0
LongNoteHead,7,6,absent,2,4,0,11001100,3,3,3
LongNoteHead,7,6,absent,2,4,0,11101000,1,1,1
LongNoteHead,7,6,absent,2,4,1,11101000,1,1,1
TapHead,2,1,absent,0,0,0,00000000,6,0,0
TapHead,2,1,absent,1,3,3,10001100,1,0,0
TapHead,2,1,absent,10,2,0,11000000,9,8,0
TapHead,2,1,absent,10,3,0,11001000,3,2,1
TapHead,2,1,absent,10,3,0,11100000,4,4,1
TapHead,2,1,absent,10,3,1,11001000,2,2,0
TapHead,2,1,absent,10,3,1,11100000,1,1,0
TapHead,2,1,absent,10,4,0,11001100,4,4,6
TapHead,2,1,absent,10,4,0,11110000,10,10,6
TapHead,2,1,absent,10,4,1,11001100,1,1,0
TapHead,2,1,absent,10,4,1,11101000,3,3,0
TapHead,2,1,absent,10,4,2,11101000,1,1,0
