stratum,chart_id,seed,control_added,treatment_added,control_taps,treatment_taps,control_lns,treatment_lns,control_output_sha256,treatment_output_sha256,control_hard_violations,treatment_hard_violations,treatment_only_violations,control_only_violations,control_geometry_set_differences,treatment_geometry_set_differences,frozen_selected_lane_rejects,control_rng_calls,treatment_rng_calls,control_rng_sha256,treatment_rng_sha256,first_governed_divergence,first_full_state_reconvergence,control_reparse_exact,treatment_reparse_exact,default_reference_exact,treatment_deterministic,g1_evidence_invariant,control_gate_rng_calls,treatment_gate_rng_calls
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,7,1598,1598,1589,1589,9,9,F2C62417FEA1FBC4FAFAF66158BE403CFE50DF51A39AB4A7D1437412926BA620,F2C62417FEA1FBC4FAFAF66158BE403CFE50DF51A39AB4A7D1437412926BA620,0,0,0,0,0,0,0,6504,6504,7592380BD0FC29041EEA3D4C4EE6FB29E4C0099EE702B0243CD2FD39792F60D5,7592380BD0FC29041EEA3D4C4EE6FB29E4C0099EE702B0243CD2FD39792F60D5,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,8,1589,1589,1582,1582,7,7,83CD2805F5458B3F2C407281E4DE4D21215F9BEF83544B8BD42486E6C38F9768,83CD2805F5458B3F2C407281E4DE4D21215F9BEF83544B8BD42486E6C38F9768,0,0,0,0,0,0,0,6493,6493,6833B5C862213ED7ACD41AA139338FA7069423663E0FFA3E1F6B191E41BF6C6C,6833B5C862213ED7ACD41AA139338FA7069423663E0FFA3E1F6B191E41BF6C6C,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,9,1634,1634,1627,1627,7,7,574A5079A318447BE3248CDE7216F60F5DB078886C3F0AD888B3E943633E6394,574A5079A318447BE3248CDE7216F60F5DB078886C3F0AD888B3E943633E6394,0,0,0,0,0,0,0,6538,6538,684F0212C51AF693C5647E49C079BDCBD9B9E132042A7C38996994469D3F74E0,684F0212C51AF693C5647E49C079BDCBD9B9E132042A7C38996994469D3F74E0,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,10,1588,1588,1584,1584,4,4,B1EA82C5ABE4DDBF7EF461B90F3FBF9A7FA2D44DB8B058102F9F7877B2E74385,B1EA82C5ABE4DDBF7EF461B90F3FBF9A7FA2D44DB8B058102F9F7877B2E74385,0,0,0,0,0,0,0,6489,6489,A6E85B64E323C0E1BB6EB05E691371E6E5BC465530F60FCFDAD191E4497648A9,A6E85B64E323C0E1BB6EB05E691371E6E5BC465530F60FCFDAD191E4497648A9,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,11,1604,1604,1599,1599,5,5,563F1FB7835C24CC57EE7CF8C00EBF1636915AF2B33584E64A413058F096CE12,563F1FB7835C24CC57EE7CF8C00EBF1636915AF2B33584E64A413058F096CE12,0,0,0,0,0,0,0,6506,6506,E9A6D4B2ADC3A06EBD3702D3641BF62E55B009D14EF8865F36F3B28E189C3A9C,E9A6D4B2ADC3A06EBD3702D3641BF62E55B009D14EF8865F36F3B28E189C3A9C,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,12,1584,1584,1576,1576,8,8,DDA6CE097A96499E55300FCD4D63636B4CA9393AE11C6C0A0C599744034FB2E8,DDA6CE097A96499E55300FCD4D63636B4CA9393AE11C6C0A0C599744034FB2E8,0,0,0,0,0,0,0,6489,6489,A2DA10329592B4DAD2A2A4B457DB103D5F2E5DCBEA81BF89300E3A5C31DBB5FF,A2DA10329592B4DAD2A2A4B457DB103D5F2E5DCBEA81BF89300E3A5C31DBB5FF,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,13,1558,1558,1552,1552,6,6,EDD112320B153FB950E3EB1B5692D789A940A085C61C30BDCA528359B2E16231,EDD112320B153FB950E3EB1B5692D789A940A085C61C30BDCA528359B2E16231,0,0,0,0,0,0,0,6461,6461,C6B905FEBF8B2ECA45EAC6CDC80994C56D5B64AC65CD973837A2B1A368C0FB63,C6B905FEBF8B2ECA45EAC6CDC80994C56D5B64AC65CD973837A2B1A368C0FB63,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,14,1624,1624,1617,1617,7,7,E87E98BFD382AFD868895051C8971C6E0A18984A2BD79EEF0AC06856FC3ACCD2,E87E98BFD382AFD868895051C8971C6E0A18984A2BD79EEF0AC06856FC3ACCD2,0,0,0,0,0,0,0,6528,6528,3F12976AAE7C438503905D484385D9A83248D984C2BCFC7D0C8D76BAB9DDC728,3F12976AAE7C438503905D484385D9A83248D984C2BCFC7D0C8D76BAB9DDC728,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,15,1626,1626,1620,1620,6,6,37292085D2650F01288DA3CF5ABA79967D5BBDB2B14BF4039F319F25D3EB9C24,37292085D2650F01288DA3CF5ABA79967D5BBDB2B14BF4039F319F25D3EB9C24,0,0,0,0,0,0,0,6529,6529,87D861C50A489A14BF66207CB395058572E81371EEEDA1FC2F94F95204E4E13A,87D861C50A489A14BF66207CB395058572E81371EEEDA1FC2F94F95204E4E13A,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,16,1644,1644,1636,1636,8,8,E053F5192DF4D1E432DA218C88D03D8C4F001A6CA5E6B4E975EBAE460AC0B630,E053F5192DF4D1E432DA218C88D03D8C4F001A6CA5E6B4E975EBAE460AC0B630,0,0,0,0,0,0,0,6549,6549,7A8F7A9A2D851E64D24172E249CA1191CD5E5A8FFC66B139E5A261FCDE2035FF,7A8F7A9A2D851E64D24172E249CA1191CD5E5A8FFC66B139E5A261FCDE2035FF,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,17,1610,1610,1602,1602,8,8,EF838F29364E60FF33FD286CFEC7FFD186293E7F03A43C8B57C13A513F3F111C,EF838F29364E60FF33FD286CFEC7FFD186293E7F03A43C8B57C13A513F3F111C,0,0,0,0,0,0,0,6515,6515,8FD161A64900EA3DBEC83E594D8D9BE050C590E94E786DE35A2050C832E433CB,8FD161A64900EA3DBEC83E594D8D9BE050C590E94E786DE35A2050C832E433CB,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,18,1537,1537,1530,1530,7,7,986203236A356289A74E7EE0858AEBD5F26DBC2CD02C023FFFC7E6522F3083E1,986203236A356289A74E7EE0858AEBD5F26DBC2CD02C023FFFC7E6522F3083E1,0,0,0,0,0,0,0,6441,6441,72597050BCB68CE3A38BC72E88C7D751958C3998A614DDC8337EFF16B49B656B,72597050BCB68CE3A38BC72E88C7D751958C3998A614DDC8337EFF16B49B656B,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,19,1577,1577,1569,1569,8,8,31366807A9ADD296070EC7DD10A9C40FB3DA6A4F96AF63A80FD4A223400A6815,31366807A9ADD296070EC7DD10A9C40FB3DA6A4F96AF63A80FD4A223400A6815,0,0,0,0,0,0,0,6482,6482,BA4E9D971A0FC43BC8A969C7272E61E3B09C21B8D93045499749590ECCB42A36,BA4E9D971A0FC43BC8A969C7272E61E3B09C21B8D93045499749590ECCB42A36,"","",true,true,true,true,true,0,0
primary,B1F847192EBB07C44024AA8A4BA570FCCF04EAA03F92D5FC4DBA1EAF40C42249,20,1609,1609,1600,1600,9,9,076C0F01DDE2C6CDC64CB963256804DF16FC1BBB46EF484BA1294AE2B6A45CB6,076C0F01DDE2C6CDC64CB963256804DF16FC1BBB46EF484BA1294AE2B6A45CB6,0,0,0,0,0,0,0,6515,6515,3112880314596518EC83353727B5BDF03C87D10DC3A606EE8614130A3680489D,3112880314596518EC83353727B5BDF03C87D10DC3A606EE8614130A3680489D,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,1,2479,2479,2479,2479,0,0,D6066C86C215C2E7012734FDBE7BAC7F4AF5927FB5309C90B1DCC27E4E32DBE9,D6066C86C215C2E7012734FDBE7BAC7F4AF5927FB5309C90B1DCC27E4E32DBE9,0,0,0,0,0,0,0,10763,10763,86A620C48A029BFF6F22D1C4D261A190A37EBCB960EBF9F6C984FB9C15F457A1,86A620C48A029BFF6F22D1C4D261A190A37EBCB960EBF9F6C984FB9C15F457A1,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,2,2508,2508,2508,2508,0,0,E5F9AB2035CAEDB465892767892E82CE1AF20BD4B6012E82ECA16112E4A6489F,E5F9AB2035CAEDB465892767892E82CE1AF20BD4B6012E82ECA16112E4A6489F,0,0,0,0,0,0,0,10792,10792,438A58BEDCC220FB9B725F7EDB5D2625EE57D8EC17E9095CAF36078FD7D24A6F,438A58BEDCC220FB9B725F7EDB5D2625EE57D8EC17E9095CAF36078FD7D24A6F,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,3,2459,2459,2459,2459,0,0,FB5AFCB97EBB7E71F36A57DD7C038341B1D817F1EE287B6C03A8877F2791C329,FB5AFCB97EBB7E71F36A57DD7C038341B1D817F1EE287B6C03A8877F2791C329,0,0,0,0,0,0,0,10743,10743,306DF940B6D45B8433CD10731FE339102BFBF4BB7B18FBA7F814BD340F73118F,306DF940B6D45B8433CD10731FE339102BFBF4BB7B18FBA7F814BD340F73118F,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,4,2429,2429,2429,2429,0,0,C6A29D4ABD4193F4EA7277B4530F4CC427870ECA43DE4E7646FD4D54767802BD,C6A29D4ABD4193F4EA7277B4530F4CC427870ECA43DE4E7646FD4D54767802BD,0,0,0,0,0,0,0,10713,10713,C9B4E64B0C623166F3E677CEABF6E29F5057823490853FB7EC770F760B02DBE4,C9B4E64B0C623166F3E677CEABF6E29F5057823490853FB7EC770F760B02DBE4,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,5,2424,2424,2424,2424,0,0,CF00DC524745CA3ACD903ADB5F613D031ADA4E2E43CDFD4BA76D677C80D6F583,CF00DC524745CA3ACD903ADB5F613D031ADA4E2E43CDFD4BA76D677C80D6F583,0,0,0,0,0,0,0,10708,10708,A02870DF429168FACE4852061826132114B9AD2D0BBE03B6024B8FE013414F7E,A02870DF429168FACE4852061826132114B9AD2D0BBE03B6024B8FE013414F7E,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,6,2486,2486,2486,2486,0,0,D9F9B19C6DF48C4A492EDDAB06CD70C70AE3FCAEBE196B1DD0A748090D32625E,D9F9B19C6DF48C4A492EDDAB06CD70C70AE3FCAEBE196B1DD0A748090D32625E,0,0,0,0,0,0,0,10770,10770,49A6A89F88115B7DD45479860780BB1624F117C2C7750DAE40E716BC14537A47,49A6A89F88115B7DD45479860780BB1624F117C2C7750DAE40E716BC14537A47,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,7,2507,2507,2507,2507,0,0,1562C4B0320FE8E0D443288ADEF0F48BBC7B9DE7A2A77A1644407E31312A0429,1562C4B0320FE8E0D443288ADEF0F48BBC7B9DE7A2A77A1644407E31312A0429,0,0,0,0,0,0,0,10791,10791,B7BFAD8B1EC3C445399D07047629FC6B2874EDF395B870F1163DD83C38733289,B7BFAD8B1EC3C445399D07047629FC6B2874EDF395B870F1163DD83C38733289,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,8,2499,2499,2499,2499,0,0,74EED5F86C21FAE4F08EE4AE26D36AE7EDD3CC36AAC73EB38407C3D1BDA1BA79,74EED5F86C21FAE4F08EE4AE26D36AE7EDD3CC36AAC73EB38407C3D1BDA1BA79,0,0,0,0,0,0,0,10783,10783,33BF4906859A1A9D41AB3FF58298E40E1CA6BC0A4AE5501EDB80308889E7A16B,33BF4906859A1A9D41AB3FF58298E40E1CA6BC0A4AE5501EDB80308889E7A16B,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,9,2471,2471,2471,2471,0,0,5293DDB3DE673D7C32D985E8DE68B2BA364DE2A05395384662D55620B014F94B,5293DDB3DE673D7C32D985E8DE68B2BA364DE2A05395384662D55620B014F94B,0,0,0,0,0,0,0,10755,10755,AF9674A0133F98832E80475EE33323869BA794730E2B545860825E3275786AD6,AF9674A0133F98832E80475EE33323869BA794730E2B545860825E3275786AD6,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,10,2476,2476,2476,2476,0,0,4A985A566528D280A07F736BF23FAF2D23C7B330AFC899903F00C4E1E3A177CC,4A985A566528D280A07F736BF23FAF2D23C7B330AFC899903F00C4E1E3A177CC,0,0,0,0,0,0,0,10760,10760,4D4F291853B013B5CFB236D3FD2B2F9416AA837EBB4115BFE704E217CAB390AD,4D4F291853B013B5CFB236D3FD2B2F9416AA837EBB4115BFE704E217CAB390AD,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,11,2371,2371,2371,2371,0,0,264F2CE05C299B055C0C30CF5CF1167F20D2CA69EE1C790B2967AF6B7F9E825A,264F2CE05C299B055C0C30CF5CF1167F20D2CA69EE1C790B2967AF6B7F9E825A,0,0,0,0,0,0,0,10655,10655,F2D1A51FA4C2EA9D841871761296E720C7144F260FB584208E2F0DD9FD6EC52E,F2D1A51FA4C2EA9D841871761296E720C7144F260FB584208E2F0DD9FD6EC52E,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,12,2490,2490,2490,2490,0,0,C4446CA171ABF368681B0C6F171CB1DA8DB22FED8C595B8001A3049FE3E2E48F,C4446CA171ABF368681B0C6F171CB1DA8DB22FED8C595B8001A3049FE3E2E48F,0,0,0,0,0,0,0,10774,10774,DBC745D3A85647EE5E47E4F29782D1E9691395845C6B5471FC79BF8650BF80FF,DBC745D3A85647EE5E47E4F29782D1E9691395845C6B5471FC79BF8650BF80FF,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,13,2467,2467,2467,2467,0,0,532A6263B56E22BE469688C1BE0E383644EA191BF155386B7BF01C7A3B38F604,532A6263B56E22BE469688C1BE0E383644EA191BF155386B7BF01C7A3B38F604,0,0,0,0,0,0,0,10751,10751,5B12A996BF133ACADE12F1BC3A7ACAAA649F8199CD86BB86298A6F2A5FE302C8,5B12A996BF133ACADE12F1BC3A7ACAAA649F8199CD86BB86298A6F2A5FE302C8,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,14,2412,2412,2412,2412,0,0,82279BA6C6AB041F47B42465E301C2FF46CBB0A858E10BC733D12C3F57158AB3,82279BA6C6AB041F47B42465E301C2FF46CBB0A858E10BC733D12C3F57158AB3,0,0,0,0,0,0,0,10696,10696,59CC13715364E41F6E70F4D8FE6EC68617FF8E05BA01CA99F39C379D265050EB,59CC13715364E41F6E70F4D8FE6EC68617FF8E05BA01CA99F39C379D265050EB,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,15,2522,2522,2522,2522,0,0,9F08DDDBB80D32A2030971C800C9D5153E79CE859F4CBDCCA5AF64B25747DC02,9F08DDDBB80D32A2030971C800C9D5153E79CE859F4CBDCCA5AF64B25747DC02,0,0,0,0,0,0,0,10806,10806,C68A0C455C979B8C32D6D276FA5A1DEAAC877880AE72C023066DC45EE048A6E0,C68A0C455C979B8C32D6D276FA5A1DEAAC877880AE72C023066DC45EE048A6E0,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,16,2518,2518,2518,2518,0,0,E0A51D430EF2BCA47DAF08A92606B9D979C7C992B88AA51F074562EFD9E19C41,E0A51D430EF2BCA47DAF08A92606B9D979C7C992B88AA51F074562EFD9E19C41,0,0,0,0,0,0,0,10802,10802,1DF2FB07EFD77236A5D2DA42F0550D5117C9094A7533D450EA43AC59B3060E20,1DF2FB07EFD77236A5D2DA42F0550D5117C9094A7533D450EA43AC59B3060E20,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,17,2455,2455,2455,2455,0,0,D5D549DC4155F0B1DDED3ADF3E10BE890080199218DAB459C2CFEC5512AE92B7,D5D549DC4155F0B1DDED3ADF3E10BE890080199218DAB459C2CFEC5512AE92B7,0,0,0,0,0,0,0,10739,10739,3E7A726D6469AFEFEA5CBAD5A499F31A3E64EF18E505335CD7E7E000C850D334,3E7A726D6469AFEFEA5CBAD5A499F31A3E64EF18E505335CD7E7E000C850D334,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,18,2416,2416,2416,2416,0,0,DE5A4AB0339DAF1121B8CE6EBDBC43D7531AD82DDDA4F95CEEFF0A2D0C45F57E,DE5A4AB0339DAF1121B8CE6EBDBC43D7531AD82DDDA4F95CEEFF0A2D0C45F57E,0,0,0,0,0,0,0,10700,10700,0452940B476A87CF18D52913836B7F1C157F5A3ED85638933CE1E97EB2A311F9,0452940B476A87CF18D52913836B7F1C157F5A3ED85638933CE1E97EB2A311F9,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,19,2500,2500,2500,2500,0,0,7A21AEE5EB97CA0A064D90D0A1E052A1DBF181E0ABE1D392CA034D9BD182FF2B,7A21AEE5EB97CA0A064D90D0A1E052A1DBF181E0ABE1D392CA034D9BD182FF2B,0,0,0,0,0,0,0,10784,10784,5C9E1AFD248BA6738ED7980024D080DEE7012AA63A4A434F9464E2435AC45A38,5C9E1AFD248BA6738ED7980024D080DEE7012AA63A4A434F9464E2435AC45A38,"","",true,true,true,true,true,0,0
primary,BC0401B460251A3CD37EBB8FB6BCDE3D75B619F692C7E9373BF8FC84D089AD95,20,2474,2474,2474,2474,0,0,57CFE173638FB750C253797CA89A48F0171F9916401A05EF3688534C2E4C8009,57CFE173638FB750C253797CA89A48F0171F9916401A05EF3688534C2E4C8009,0,0,0,0,0,0,0,10758,10758,53AF796CA19B8D1505E07351685065DC4B628BC530076AF9F774055C5848E39A,53AF796CA19B8D1505E07351685065DC4B628BC530076AF9F774055C5848E39A,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,1,850,850,850,850,0,0,7391DDC808F6061341D4EB26630846640F9EE2DC202393CAE993AEBF41C3099C,7391DDC808F6061341D4EB26630846640F9EE2DC202393CAE993AEBF41C3099C,0,0,0,0,0,0,0,3091,3091,CD05857466ED844F7A21BEFA2C7FD3FF05265B4AC634DCBA500A22099A71F8AE,CD05857466ED844F7A21BEFA2C7FD3FF05265B4AC634DCBA500A22099A71F8AE,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,2,866,866,866,866,0,0,1939A269B6885F76DC612177744DD49EB262644A9D36B93DB82E1FB53009FDAE,1939A269B6885F76DC612177744DD49EB262644A9D36B93DB82E1FB53009FDAE,0,0,0,0,0,0,0,3107,3107,5EEC61EBEE53581FF21210DDDD77ED769E6268901F8748627C1EAF2C26704312,5EEC61EBEE53581FF21210DDDD77ED769E6268901F8748627C1EAF2C26704312,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,3,839,839,839,839,0,0,CDCE805295E3B7B6F543701FCBCDA609B9CD9940660E3C4336A13CADDF4E3D89,CDCE805295E3B7B6F543701FCBCDA609B9CD9940660E3C4336A13CADDF4E3D89,0,0,0,0,0,0,0,3080,3080,4DBDA8ADFC6639B48BF6C6F26C90556F0B35E9898E0AED1C9E7461CB9890C172,4DBDA8ADFC6639B48BF6C6F26C90556F0B35E9898E0AED1C9E7461CB9890C172,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,4,843,843,843,843,0,0,4D369DD3F568BFA7BCACFAA50F3B3669D5B7F4699BE088402210024BFC5BB191,4D369DD3F568BFA7BCACFAA50F3B3669D5B7F4699BE088402210024BFC5BB191,0,0,0,0,0,0,0,3084,3084,5D9BCBAC7895BF264FE8DA31F6788AED04EE3716C151BB40EAFB3B773F59412B,5D9BCBAC7895BF264FE8DA31F6788AED04EE3716C151BB40EAFB3B773F59412B,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,5,857,857,857,857,0,0,8F7AF4A5F7F278E6BDDEE29C0B1557EC2F6D0F9E2E7B86AFD4D08876ADD93659,8F7AF4A5F7F278E6BDDEE29C0B1557EC2F6D0F9E2E7B86AFD4D08876ADD93659,0,0,0,0,0,0,0,3098,3098,B9E2EF518C6C13A2458A19DE7B0C8E0C43B3145AE39491C8E7476437A6D0DA86,B9E2EF518C6C13A2458A19DE7B0C8E0C43B3145AE39491C8E7476437A6D0DA86,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,6,837,837,837,837,0,0,6CA07EC1AC4DEF0D06026532A717B392551F5C85DD0C5AA03DA23BF8AB5C19E4,6CA07EC1AC4DEF0D06026532A717B392551F5C85DD0C5AA03DA23BF8AB5C19E4,0,0,0,0,0,0,0,3078,3078,0C50B57E10C5C748621B1E97EA0CCE2A4312B63D971BDCB7284F1383F03CFCC0,0C50B57E10C5C748621B1E97EA0CCE2A4312B63D971BDCB7284F1383F03CFCC0,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,7,855,855,855,855,0,0,191EF7D09EAE5DFDD829189052CBC4CE74AFB709BA6F027CCE729B5D281E642A,191EF7D09EAE5DFDD829189052CBC4CE74AFB709BA6F027CCE729B5D281E642A,0,0,0,0,0,0,0,3096,3096,5764743639BA928BF9B9AC8DFA36E76B5E7AA478AE6CA80F9DC9CF77766A59A5,5764743639BA928BF9B9AC8DFA36E76B5E7AA478AE6CA80F9DC9CF77766A59A5,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,8,857,857,857,857,0,0,7279F7A0ABB455557D6A67A13459F203A4A14D7877C7E5B162639AFEE2CC4AF3,7279F7A0ABB455557D6A67A13459F203A4A14D7877C7E5B162639AFEE2CC4AF3,0,0,0,0,0,0,0,3098,3098,3532607C7034B3589CBD18A8AD53F891CE9C184B446DCBEA32A170902CC16BB6,3532607C7034B3589CBD18A8AD53F891CE9C184B446DCBEA32A170902CC16BB6,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,9,876,876,876,876,0,0,7089D06B1A2E9ED5CAACEA9BEF5AC16D4810903F4009B6ED4E79587B4F5A9C86,7089D06B1A2E9ED5CAACEA9BEF5AC16D4810903F4009B6ED4E79587B4F5A9C86,0,0,0,0,0,0,0,3117,3117,9E62411A4FEC46ADF28C27F97C0FFE15CEF26293BB573DD1C0C0AC3307614096,9E62411A4FEC46ADF28C27F97C0FFE15CEF26293BB573DD1C0C0AC3307614096,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,10,841,841,841,841,0,0,80C7FEEDEE02EF50AB7D1F3F9CC6269CCAFD4A6767C7EA6406D4CBDB30BB06D2,80C7FEEDEE02EF50AB7D1F3F9CC6269CCAFD4A6767C7EA6406D4CBDB30BB06D2,0,0,0,0,0,0,0,3082,3082,66EF1B1CD635AB540B6DA5DD1573F7A002F0248EFF634258903F67FAC376F789,66EF1B1CD635AB540B6DA5DD1573F7A002F0248EFF634258903F67FAC376F789,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,11,854,854,854,854,0,0,35DA7CE7AFE71CB3013D696F4774A8B43F0B14D3A9A5EB8A6E74424F88FD675F,35DA7CE7AFE71CB3013D696F4774A8B43F0B14D3A9A5EB8A6E74424F88FD675F,0,0,0,0,0,0,0,3095,3095,F22D01B993A1B57C3E10AC72EBF866CD1F41399BDE5721BB0A46103FCE7FC33D,F22D01B993A1B57C3E10AC72EBF866CD1F41399BDE5721BB0A46103FCE7FC33D,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,12,823,823,823,823,0,0,1CCE38DACC49A10F6E9E2F563A7C1541D8713C43AF9ED271DB0B7B75B3A9EAC5,1CCE38DACC49A10F6E9E2F563A7C1541D8713C43AF9ED271DB0B7B75B3A9EAC5,0,0,0,0,0,0,0,3064,3064,AF50667D6B9F13513CF0851E76D145F716AFC0E638E2AD7CA063B08714EB426D,AF50667D6B9F13513CF0851E76D145F716AFC0E638E2AD7CA063B08714EB426D,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,13,841,841,841,841,0,0,39040A2428E7E8A5572189CA2554ED9E2012982205AAA5C4405267FDBA7DDCB9,39040A2428E7E8A5572189CA2554ED9E2012982205AAA5C4405267FDBA7DDCB9,0,0,0,0,0,0,0,3082,3082,F4D6FBD7DF2571D411B7B64337F28859278EFF3020D41541ED90E02190DEF44B,F4D6FBD7DF2571D411B7B64337F28859278EFF3020D41541ED90E02190DEF44B,"","",true,true,true,true,true,0,0
primary,BEF3BB94655D3F4749FA91C3C535FD5CFB8387AB19B951DDA3D3877B705677D4,14,846,846,846,846,0,0,F0AB4C9C6BF2EEA83B7747134DE5D04EB315CEC24AE36AA5A32F49325F8AFD2A,F0AB4C9C6BF2EEA83B7747134DE5D04EB315CEC24AE36AA5A32F49325F8AFD2A,0,0,0,0,0,0,0,3087,3087,8A0FBF4BBE801CD7413A156780F70D3C26A9F8BF69A92CFB7CCA06FD6444386D,8A0FBF4BBE801CD7413A156780F70D3C26A9F8BF69A92CFB7CCA06FD6444386D,"","",true,true,true,true,true,0,0
