view,target_type,original_chord_head_count,reduced_visible_member_count,held_before,baseline_completion_count,trials,baseline_competing_trials,no_comparable_exact_context,comparable_target_unsupported,target_supported_still_competing,target_resolved_unique,unique_wrong_completion,contextual_witness_references,micro_coverage_rate,micro_target_supported_rate,primary_resolution_rate
ReducedHeld,LongNoteHead,3,2,absent,7,120,113,2,25,86,3,4,972,0.983333333333,0.741666666667,0.026548672566
ReducedHeld,LongNoteHead,3,2,absent,8,89,82,3,24,53,4,5,575,0.966292134831,0.640449438202,0.048780487805
ReducedHeld,LongNoteHead,3,2,absent,9,49,49,1,5,41,0,2,756,0.979591836735,0.836734693878,0
ReducedHeld,LongNoteHead,3,2,absent,10,49,49,2,12,33,0,2,1098,0.959183673469,0.673469387755,0
ReducedHeld,LongNoteHead,3,2,present,0,12,0,12,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,3,2,present,1,36,0,24,0,0,11,1,21,0.333333333333,0.305555555556,N/A
ReducedHeld,LongNoteHead,3,2,present,2,82,46,43,0,0,35,4,432,0.475609756098,0.426829268293,0.760869565217
ReducedHeld,LongNoteHead,3,2,present,3,107,65,47,0,6,47,7,892,0.560747663551,0.495327102804,0.723076923077
ReducedHeld,LongNoteHead,3,2,present,4,173,142,44,0,66,53,10,2471,0.745664739884,0.687861271676,0.37323943662
ReducedHeld,LongNoteHead,3,2,present,5,216,166,105,2,17,68,24,201,0.513888888889,0.393518518519,0.409638554217
ReducedHeld,LongNoteHead,3,2,present,6,404,361,153,4,43,152,52,851,0.621287128713,0.482673267327,0.421052631579
ReducedHeld,LongNoteHead,3,2,present,7,516,456,191,14,62,164,85,742,0.62984496124,0.437984496124,0.359649122807
ReducedHeld,LongNoteHead,3,2,present,8,663,635,211,22,90,235,105,1537,0.681749622926,0.490196078431,0.370078740157
ReducedHeld,LongNoteHead,3,2,present,9,495,480,148,21,102,150,74,1539,0.70101010101,0.509090909091,0.3125
ReducedHeld,LongNoteHead,3,2,present,10,349,349,86,23,111,64,65,942,0.753581661891,0.501432664756,0.183381088825
ReducedHeld,LongNoteHead,4,3,absent,0,13,0,13,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,4,3,absent,1,95,0,27,0,0,62,6,461,0.715789473684,0.652631578947,N/A
ReducedHeld,LongNoteHead,4,3,absent,2,59,45,12,3,27,8,9,452,0.796610169492,0.593220338983,0.177777777778
ReducedHeld,LongNoteHead,4,3,absent,3,65,50,13,5,31,2,14,179,0.8,0.507692307692,0.04
ReducedHeld,LongNoteHead,4,3,absent,4,138,122,7,42,58,16,15,622,0.949275362319,0.536231884058,0.131147540984
ReducedHeld,LongNoteHead,4,3,absent,5,54,52,3,19,24,2,6,257,0.944444444444,0.481481481481,0.038461538462
ReducedHeld,LongNoteHead,4,3,absent,6,54,52,0,4,44,4,2,544,1,0.888888888889,0.076923076923
ReducedHeld,LongNoteHead,4,3,absent,7,10,7,0,5,5,0,0,152,1,0.5,0
ReducedHeld,LongNoteHead,4,3,absent,8,8,8,0,1,7,0,0,264,1,0.875,0
ReducedHeld,LongNoteHead,4,3,present,0,72,0,72,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,4,3,present,1,191,0,154,0,0,25,12,66,0.193717277487,0.130890052356,N/A
ReducedHeld,LongNoteHead,4,3,present,2,253,130,182,1,4,43,23,114,0.280632411067,0.185770750988,0.330769230769
ReducedHeld,LongNoteHead,4,3,present,3,261,169,160,4,6,60,31,148,0.386973180077,0.252873563218,0.355029585799
ReducedHeld,LongNoteHead,4,3,present,4,390,328,194,11,28,94,63,450,0.502564102564,0.312820512821,0.286585365854
ReducedHeld,LongNoteHead,4,3,present,5,183,157,93,3,24,40,23,179,0.491803278689,0.349726775956,0.254777070064
ReducedHeld,LongNoteHead,4,3,present,6,114,104,41,5,7,43,18,141,0.640350877193,0.438596491228,0.413461538462
ReducedHeld,LongNoteHead,4,3,present,7,12,11,6,0,0,4,2,14,0.5,0.333333333333,0.363636363636
ReducedHeld,LongNoteHead,4,3,present,8,10,10,2,0,4,2,2,20,0.8,0.6,0.2
ReducedHeld,LongNoteHead,5,4,absent,0,45,0,45,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,5,4,absent,1,51,0,27,0,0,10,14,31,0.470588235294,0.196078431373,N/A
ReducedHeld,LongNoteHead,5,4,absent,2,29,20,9,2,0,10,8,29,0.689655172414,0.344827586207,0.5
ReducedHeld,LongNoteHead,5,4,absent,3,26,21,4,2,11,2,7,71,0.846153846154,0.5,0.095238095238
ReducedHeld,LongNoteHead,5,4,absent,4,10,9,2,2,2,2,2,14,0.8,0.4,0.222222222222
ReducedHeld,LongNoteHead,5,4,absent,5,3,2,0,1,0,0,2,4,1,0,0
ReducedHeld,LongNoteHead,5,4,absent,6,1,1,0,1,0,0,0,2,1,0,0
ReducedHeld,LongNoteHead,5,4,present,0,119,0,119,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,5,4,present,1,120,0,88,0,0,24,8,44,0.266666666667,0.2,N/A
ReducedHeld,LongNoteHead,5,4,present,2,77,53,37,0,0,38,2,64,0.519480519481,0.493506493506,0.716981132075
ReducedHeld,LongNoteHead,5,4,present,3,48,35,18,0,5,21,4,41,0.625,0.541666666667,0.6
ReducedHeld,LongNoteHead,5,4,present,4,29,25,7,0,6,13,3,31,0.758620689655,0.655172413793,0.52
ReducedHeld,LongNoteHead,5,4,present,5,6,6,1,0,2,3,0,10,0.833333333333,0.833333333333,0.5
ReducedHeld,LongNoteHead,5,4,present,6,4,4,0,0,4,0,0,16,1,1,0
ReducedHeld,LongNoteHead,6,5,absent,0,17,0,17,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,6,5,absent,1,27,0,3,0,0,20,4,24,0.888888888889,0.740740740741,N/A
ReducedHeld,LongNoteHead,6,5,absent,2,3,3,1,0,0,0,2,2,0.666666666667,0,0
ReducedHeld,LongNoteHead,6,5,present,0,25,0,25,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,6,5,present,1,15,0,1,0,0,14,0,14,0.933333333333,0.933333333333,N/A
ReducedHeld,LongNoteHead,6,5,present,2,6,6,0,0,0,6,0,6,1,1,1
ReducedHeld,LongNoteHead,7,6,absent,0,7,0,7,0,0,0,0,0,0,0,N/A
ReducedHeld,LongNoteHead,7,6,absent,1,5,0,0,0,0,0,5,18,1,0,N/A
ReducedHeld,LongNoteHead,7,6,absent,2,7,7,0,0,7,0,0,52,1,1,0
ReducedPrevious,TapHead,2,1,absent,0,6,0,6,0,0,0,0,0,0,0,N/A
ReducedPrevious,TapHead,2,1,absent,1,1,0,1,0,0,0,0,0,0,0,N/A
ReducedPrevious,TapHead,2,1,absent,3,654,654,6,2,602,38,6,20656,0.990825688073,0.978593272171,0.058103975535
ReducedPrevious,TapHead,2,1,absent,5,1,0,1,0,0,0,0,0,0,0,N/A
ReducedPrevious,TapHead,2,1,absent,6,2857,2857,313,245,1556,451,292,15421,0.890444522226,0.702485124256,0.157857892895
ReducedPrevious,TapHead,2,1,absent,7,384,382,36,32,232,52,32,2564,0.90625,0.739583333333,0.13612565445
ReducedPrevious,TapHead,2,1,absent,8,1415,1413,152,113,822,236,92,9443,0.8925795053,0.747703180212,0.167020523708
ReducedPrevious,TapHead,2,1,absent,9,1028,1028,97,78,580,225,48,6524,0.905642023346,0.783073929961,0.218871595331
ReducedPrevious,TapHead,2,1,absent,10,96,94,19,3,46,15,13,489,0.802083333333,0.635416666667,0.159574468085
ReducedPrevious,TapHead,2,1,absent,11,19,16,10,1,0,4,4,10,0.473684210526,0.210526315789,0.25
ReducedPrevious,TapHead,2,1,absent,12,988,988,168,99,485,111,125,5718,0.82995951417,0.603238866397,0.112348178138
ReducedPrevious,TapHead,2,1,present,0,3,0,3,0,0,0,0,0,0,0,N/A
ReducedPrevious,TapHead,2,1,present,1,5,0,5,0,0,0,0,0,0,0,N/A
ReducedPrevious,TapHead,2,1,present,2,2,2,0,0,0,2,0,2,1,1,1
ReducedPrevious,TapHead,2,1,present,5,3,0,0,2,0,0,1,21,1,0,N/A
ReducedPrevious,TapHead,2,1,present,6,198,198,29,21,110,26,12,1306,0.853535353535,0.686868686869,0.131313131313
ReducedPrevious,TapHead,2,1,present,7,8,3,6,0,0,0,2,2,0.25,0,0
ReducedPrevious,TapHead,2,1,present,8,21,16,16,0,0,2,3,6,0.238095238095,0.095238095238,0.125
ReducedPrevious,TapHead,2,1,present,9,88,86,38,9,20,14,7,253,0.568181818182,0.386363636364,0.162790697674
ReducedPrevious,TapHead,2,1,present,10,39,37,21,1,11,2,4,115,0.461538461538,0.333333333333,0.054054054054
ReducedPrevious,TapHead,2,1,present,11,64,50,41,12,4,0,7,89,0.359375,0.0625,0
ReducedPrevious,TapHead,2,1,present,12,1693,1693,709,175,337,269,203,4024,0.581216774956,0.357944477259,0.158889545186
ReducedPrevious,TapHead,3,2,absent,0,10,0,10,0,0,0,0,0,0,0,N/A
ReducedPrevious,TapHead,3,2,absent,1,9,0,9,0,0,0,0,0,0,0,N/A
ReducedPrevious,TapHead,3,2,absent,2,252,240,38,0,132,64,18,1133,0.849206349206,0.777777777778,0.266666666667
ReducedPrevious,TapHead,3,2,absent,3,102,87,54,3,11,24,10,117,0.470588235294,0.343137254902,0.275862068966
ReducedPrevious,TapHead,3,2,absent,4,463,436,126,26,142,111,58,1390,0.727861771058,0.546436285097,0.254587155963
ReducedPrevious,TapHead,3,2,absent,5,4971,4951,817,335,2651,635,533,25792,0.835646751157,0.661033997184,0.128256917794
ReducedPrevious,TapHead,3,2,absent,6,708,697,172,38,254,168,76,1850,0.757062146893,0.59604519774,0.241032998565
ReducedPrevious,TapHead,3,2,absent,7,446,413,126,35,118,129,38,940,0.717488789238,0.553811659193,0.312348668281
