view,target_type,original_chord_head_count,reduced_visible_member_count,held_before,baseline_completion_count,trials,baseline_competing_trials,no_comparable_exact_context,comparable_target_unsupported,target_supported_still_competing,target_resolved_unique,unique_wrong_completion,contextual_witness_references,micro_coverage_rate,micro_target_supported_rate,primary_resolution_rate
ReducedHeldPrevNext,TapHead,4,3,present,8,1,1,1,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,TapHead,5,4,absent,0,80,0,80,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,5,4,absent,1,152,0,130,0,0,22,0,22,0.144736842105,0.144736842105,N/A
ReducedHeldPrevNext,TapHead,5,4,absent,2,311,269,272,0,0,37,2,50,0.12540192926,0.118971061093,0.137546468401
ReducedHeldPrevNext,TapHead,5,4,absent,3,1293,1288,1086,0,0,201,6,306,0.160092807425,0.155452436195,0.156055900621
ReducedHeldPrevNext,TapHead,5,4,absent,4,38,37,38,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,TapHead,5,4,absent,5,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,5,4,present,0,116,0,116,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,5,4,present,1,60,0,60,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,5,4,present,2,28,9,26,0,0,2,0,2,0.071428571429,0.071428571429,0.222222222222
ReducedHeldPrevNext,TapHead,5,4,present,3,35,20,29,0,0,6,0,6,0.171428571429,0.171428571429,0.3
ReducedHeldPrevNext,TapHead,5,4,present,4,16,10,14,0,0,2,0,2,0.125,0.125,0.2
ReducedHeldPrevNext,TapHead,5,4,present,5,2,0,2,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,6,5,absent,0,19,0,19,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,6,5,absent,1,63,0,63,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,6,5,absent,2,93,93,93,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,TapHead,6,5,present,0,37,0,37,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,6,5,present,1,7,0,3,0,0,4,0,4,0.571428571429,0.571428571429,N/A
ReducedHeldPrevNext,TapHead,7,6,absent,0,29,0,29,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,7,6,absent,1,78,0,78,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,TapHead,7,6,absent,2,35,35,35,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,2,1,absent,0,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,2,1,absent,1,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,2,1,absent,5,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,2,1,absent,6,55,54,33,0,0,22,0,72,0.4,0.4,0.407407407407
ReducedHeldPrevNext,LongNoteHead,2,1,absent,7,13,7,13,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,2,1,absent,8,9,7,9,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,2,1,absent,9,16,15,16,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,2,1,absent,10,26,25,26,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,2,1,absent,11,81,79,81,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,2,1,absent,12,174,174,172,0,0,2,0,2,0.011494252874,0.011494252874,0.011494252874
ReducedHeldPrevNext,LongNoteHead,2,1,present,0,2,0,2,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,2,1,present,5,1,0,1,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,2,1,present,6,803,802,336,0,0,462,5,1801,0.581569115816,0.575342465753,0.576059850374
ReducedHeldPrevNext,LongNoteHead,2,1,present,7,11,3,9,0,0,0,2,2,0.181818181818,0,0
ReducedHeldPrevNext,LongNoteHead,2,1,present,8,15,10,11,0,0,4,0,4,0.266666666667,0.266666666667,0.4
ReducedHeldPrevNext,LongNoteHead,2,1,present,9,44,38,40,0,0,4,0,4,0.090909090909,0.090909090909,0.105263157895
ReducedHeldPrevNext,LongNoteHead,2,1,present,10,156,155,152,0,0,4,0,4,0.025641025641,0.025641025641,0.025806451613
ReducedHeldPrevNext,LongNoteHead,2,1,present,11,490,482,480,0,0,6,4,10,0.020408163265,0.012244897959,0.01244813278
ReducedHeldPrevNext,LongNoteHead,2,1,present,12,2352,2352,2233,1,0,117,1,141,0.050595238095,0.049744897959,0.049744897959
ReducedHeldPrevNext,LongNoteHead,3,2,absent,0,10,0,10,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,3,2,absent,1,23,0,23,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,3,2,absent,2,43,37,30,0,0,13,0,16,0.302325581395,0.302325581395,0.351351351351
ReducedHeldPrevNext,LongNoteHead,3,2,absent,3,37,31,19,0,0,18,0,24,0.486486486486,0.486486486486,0.58064516129
ReducedHeldPrevNext,LongNoteHead,3,2,absent,4,68,65,29,0,2,36,1,59,0.573529411765,0.558823529412,0.553846153846
ReducedHeldPrevNext,LongNoteHead,3,2,absent,5,39,26,37,0,0,2,0,2,0.051282051282,0.051282051282,0.076923076923
ReducedHeldPrevNext,LongNoteHead,3,2,absent,6,76,75,76,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,3,2,absent,7,120,113,116,0,0,2,2,4,0.033333333333,0.016666666667,0.017699115044
ReducedHeldPrevNext,LongNoteHead,3,2,absent,8,89,82,89,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,3,2,absent,9,49,49,49,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,3,2,absent,10,49,49,49,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,3,2,present,0,12,0,12,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,3,2,present,1,36,0,36,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,3,2,present,2,82,46,60,0,0,22,0,112,0.268292682927,0.268292682927,0.478260869565
ReducedHeldPrevNext,LongNoteHead,3,2,present,3,107,65,80,0,0,27,0,180,0.252336448598,0.252336448598,0.415384615385
ReducedHeldPrevNext,LongNoteHead,3,2,present,4,173,142,90,0,0,83,0,560,0.479768786127,0.479768786127,0.584507042254
ReducedHeldPrevNext,LongNoteHead,3,2,present,5,216,166,210,0,0,6,0,6,0.027777777778,0.027777777778,0.036144578313
ReducedHeldPrevNext,LongNoteHead,3,2,present,6,404,361,377,0,0,27,0,30,0.066831683168,0.066831683168,0.074792243767
ReducedHeldPrevNext,LongNoteHead,3,2,present,7,516,456,489,0,0,26,1,27,0.052325581395,0.050387596899,0.05701754386
ReducedHeldPrevNext,LongNoteHead,3,2,present,8,663,635,621,0,0,42,0,64,0.06334841629,0.06334841629,0.066141732283
ReducedHeldPrevNext,LongNoteHead,3,2,present,9,495,480,445,0,0,50,0,88,0.10101010101,0.10101010101,0.104166666667
ReducedHeldPrevNext,LongNoteHead,3,2,present,10,349,349,336,0,0,13,0,16,0.037249283668,0.037249283668,0.037249283668
ReducedHeldPrevNext,LongNoteHead,4,3,absent,0,13,0,13,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,4,3,absent,1,95,0,56,0,0,39,0,94,0.410526315789,0.410526315789,N/A
ReducedHeldPrevNext,LongNoteHead,4,3,absent,2,59,45,41,0,0,18,0,40,0.305084745763,0.305084745763,0.4
ReducedHeldPrevNext,LongNoteHead,4,3,absent,3,65,50,65,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,4,3,absent,4,138,122,138,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,4,3,absent,5,54,52,54,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,4,3,absent,6,54,52,52,0,0,2,0,2,0.037037037037,0.037037037037,0.038461538462
ReducedHeldPrevNext,LongNoteHead,4,3,absent,7,10,7,10,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,4,3,absent,8,8,8,8,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,4,3,present,0,72,0,72,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,4,3,present,1,191,0,189,0,0,2,0,2,0.010471204188,0.010471204188,N/A
ReducedHeldPrevNext,LongNoteHead,4,3,present,2,253,130,247,0,0,6,0,6,0.02371541502,0.02371541502,0.046153846154
ReducedHeldPrevNext,LongNoteHead,4,3,present,3,261,169,255,0,0,6,0,6,0.022988505747,0.022988505747,0.03550295858
ReducedHeldPrevNext,LongNoteHead,4,3,present,4,390,328,372,0,0,18,0,18,0.046153846154,0.046153846154,0.05487804878
ReducedHeldPrevNext,LongNoteHead,4,3,present,5,183,157,175,0,0,8,0,8,0.043715846995,0.043715846995,0.050955414013
ReducedHeldPrevNext,LongNoteHead,4,3,present,6,114,104,106,0,0,8,0,8,0.070175438596,0.070175438596,0.076923076923
ReducedHeldPrevNext,LongNoteHead,4,3,present,7,12,11,12,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,4,3,present,8,10,10,10,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,5,4,absent,0,45,0,45,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,5,4,absent,1,51,0,51,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,5,4,absent,2,29,20,29,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,5,4,absent,3,26,21,26,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,5,4,absent,4,10,9,10,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,5,4,absent,5,3,2,3,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,5,4,absent,6,1,1,1,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,5,4,present,0,119,0,119,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,5,4,present,1,120,0,108,0,0,12,0,12,0.1,0.1,N/A
ReducedHeldPrevNext,LongNoteHead,5,4,present,2,77,53,59,0,0,18,0,18,0.233766233766,0.233766233766,0.339622641509
ReducedHeldPrevNext,LongNoteHead,5,4,present,3,48,35,44,0,0,4,0,4,0.083333333333,0.083333333333,0.114285714286
ReducedHeldPrevNext,LongNoteHead,5,4,present,4,29,25,25,0,0,4,0,4,0.137931034483,0.137931034483,0.16
ReducedHeldPrevNext,LongNoteHead,5,4,present,5,6,6,4,0,0,2,0,2,0.333333333333,0.333333333333,0.333333333333
ReducedHeldPrevNext,LongNoteHead,5,4,present,6,4,4,4,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,6,5,absent,0,17,0,17,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,6,5,absent,1,27,0,27,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,6,5,absent,2,3,3,3,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,6,5,present,0,25,0,25,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,6,5,present,1,15,0,7,0,0,8,0,8,0.533333333333,0.533333333333,N/A
ReducedHeldPrevNext,LongNoteHead,6,5,present,2,6,6,6,0,0,0,0,0,0,0,0
ReducedHeldPrevNext,LongNoteHead,7,6,absent,0,7,0,7,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,7,6,absent,1,5,0,5,0,0,0,0,0,0,0,N/A
ReducedHeldPrevNext,LongNoteHead,7,6,absent,2,7,7,7,0,0,0,0,0,0,0,0
