stratum,chart_id,seed,frozen_arm,opportunity_key,lane,start_time,end_time,frozen_known,explanation_class,evidence,first_governed_divergence
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00003571-BaseHead-S3571-T188836-ANA",3,188836,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000135-BaseHead-S135-T14632-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00003589-BaseHead-S3589-T190200-ANA",3,190200,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000135-BaseHead-S135-T14632-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00003850-BaseHead-S3850-T200427-ANA",5,200427,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000135-BaseHead-S135-T14632-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,10,control,"OP-00004455-BaseHead-S4455-T221819-ANA",2,221819,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000135-BaseHead-S135-T14632-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00003083-BaseHead-S3083-T163694-ANA",6,163694,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000659-BaseHead-S659-T51279-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00003899-BaseHead-S3899-T202302-ANA",1,202302,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000659-BaseHead-S659-T51279-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000659-BaseHead-S659-T51279-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,11,control,"OP-00004455-BaseHead-S4455-T221819-ANA",2,221819,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000659-BaseHead-S659-T51279-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00000126-BaseHead-S126-T13950-ANA",4,13950,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000123-BaseHead-S123-T13950-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00000135-BaseHead-S135-T14632-ANA",2,14632,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000123-BaseHead-S123-T13950-ANA; later frozen proposal is not required to remain reachable.","OP-00000123-BaseHead-S123-T13950-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00001379-BaseHead-S1379-T78637-ANA",1,78637,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000123-BaseHead-S123-T13950-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00003072-BaseHead-S3072-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000123-BaseHead-S123-T13950-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00003083-BaseHead-S3083-T163694-ANA",6,163694,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000123-BaseHead-S123-T13950-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,12,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000123-BaseHead-S123-T13950-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,13,control,"OP-00000182-BaseHead-S182-T18382-ANA",6,18382,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,13,control,"OP-00003073-BaseHead-S3073-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,13,control,"OP-00004471-BaseHead-S4471-T222416-ANA",1,222416,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,14,control,"OP-00001451-BaseHead-S1451-T81194-ANA",2,81194,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000659-BaseHead-S659-T51279-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,14,control,"OP-00003850-BaseHead-S3850-T200427-ANA",5,200427,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000659-BaseHead-S659-T51279-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,14,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000659-BaseHead-S659-T51279-ANA; later frozen proposal is not required to remain reachable.","OP-00000659-BaseHead-S659-T51279-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00000674-BaseHead-S674-T51961-ANA",0,51961,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000674-BaseHead-S674-T51961-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00000785-BaseHead-S785-T55967-ANA",5,55967,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000674-BaseHead-S674-T51961-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00003139-BaseHead-S3139-T165569-ANA",0,165569,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000674-BaseHead-S674-T51961-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00003456-BaseHead-S3456-T178950-ANA",2,178950,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000674-BaseHead-S674-T51961-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00003850-BaseHead-S3850-T200427-ANA",5,200427,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000674-BaseHead-S674-T51961-ANA; later frozen proposal is not required to remain reachable.","OP-00000674-BaseHead-S674-T51961-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,15,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000674-BaseHead-S674-T51961-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00001379-BaseHead-S1379-T78637-ANA",1,78637,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00003072-BaseHead-S3072-T163268-ANA",2,163268,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00003899-BaseHead-S3899-T202302-ANA",1,202302,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00003953-BaseHead-S3953-T204262-ANA",0,204262,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000182-BaseHead-S182-T18382-ANA; later frozen proposal is not required to remain reachable.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,16,control,"OP-00004447-BaseHead-S4447-T221564-ANA",1,221564,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000182-BaseHead-S182-T18382-ANA; later frozen proposal is not required to remain reachable.","OP-00000182-BaseHead-S182-T18382-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,17,control,"OP-00000785-BaseHead-S785-T55967-ANA",5,55967,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000247-BaseHead-S247-T22814-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,17,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000247-BaseHead-S247-T22814-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,18,control,"OP-00000085-BaseHead-S85-T11137-ANA",2,11137,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000085-BaseHead-S85-T11137-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,18,control,"OP-00003032-BaseHead-S3032-T161990-ANA",6,161990,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000085-BaseHead-S85-T11137-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,19,control,"OP-00000183-BaseHead-S183-T18552-ANA",3,18552,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000183-BaseHead-S183-T18552-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00000184-BaseHead-S184-T18552-ANA",3,18552,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000183-BaseHead-S183-T18552-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00000674-BaseHead-S674-T51961-ANA",0,51961,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000183-BaseHead-S183-T18552-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00003212-BaseHead-S3212-T168296-ANA",6,168296,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000183-BaseHead-S183-T18552-ANA"
primary,02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,20,control,"OP-00004283-BaseHead-S4283-T215683-ANA",6,215683,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000183-BaseHead-S183-T18552-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,1,control,"OP-00000048-BaseHead-S48-T6475-ANA",3,6475,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,1,control,"OP-00001794-BaseHead-S1794-T103129-ANA",6,103129,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,1,control,"OP-00005835-BaseHead-S5835-T285321-ANA",1,285321,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,1,control,"OP-00006207-BaseHead-S6207-T298027-ANA",1,298027,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,1,control,"OP-00007784-BaseHead-S7784-T367115-ANA",0,367115,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000048-BaseHead-S48-T6475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,2,control,"OP-00000370-BaseHead-S370-T29933-ANA",4,29933,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,2,control,"OP-00003139-BaseHead-S3139-T180480-ANA",3,180480,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,2,control,"OP-00005215-BaseHead-S5215-T265203-ANA",3,265203,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,2,control,"OP-00010106-BaseHead-S10106-T467020-ANA",6,467020,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000370-BaseHead-S370-T29933-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,3,control,"OP-00000370-BaseHead-S370-T29933-ANA",4,29933,,true,A_REACHED_CANONICAL_REJECT,"Equivalent opportunity/candidate reached; frozen legacy lane absent from canonical legal lanes.","OP-00000244-BaseHead-S244-T21475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,3,control,"OP-00001936-BaseHead-S1936-T110572-ANA",5,110572,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000244-BaseHead-S244-T21475-ANA; later frozen proposal is not required to remain reachable.","OP-00000244-BaseHead-S244-T21475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,3,control,"OP-00004664-BaseHead-S4664-T242439-ANA",6,242439,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000244-BaseHead-S244-T21475-ANA; later frozen proposal is not required to remain reachable.","OP-00000244-BaseHead-S244-T21475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,3,control,"OP-00006160-BaseHead-S6160-T296527-ANA",1,296527,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000244-BaseHead-S244-T21475-ANA; later frozen proposal is not required to remain reachable.","OP-00000244-BaseHead-S244-T21475-ANA"
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,3,control,"OP-00006359-BaseHead-S6359-T304468-ANA",0,304468,,true,B_EARLIER_GOVERNED_DIVERGENCE,"Earlier governed divergence OP-00000244-BaseHead-S244-T21475-ANA; later frozen proposal is not required to remain reachable.","OP-00000244-BaseHead-S244-T21475-ANA"
